vehicle_id,station_id,vehicle_type,status,rides_since_last_treated,last_treated_date
V002895,149,bicycle,available,7,2025-02-08
V002896,149,electric_bicycle,available,4,2025-03-01
V002897,149,bicycle,available,6,2025-01-09
V002898,149,scooter,available,10,2025-02-28
V002899,149,electric_bicycle,available,5,2025-03-08
V002900,149,scooter,available,6,2025-02-22
V002901,150,bicycle,available,9,2025-03-13
V002902,150,electric_bicycle,degraded,5,2025-02-14
V002903,150,scooter,available,3,2025-02-21
V002904,150,scooter,degraded,10,2025-02-28
V002905,150,bicycle,available,5,2025-01-02
V002906,150,scooter,available,7,2025-03-23
V002907,150,electric_bicycle,available,9,2025-01-08
V002908,150,electric_bicycle,available,3,2025-02-10
V002909,150,electric_bicycle,available,3,2025-03-04
V002910,150,scooter,available,3,2025-03-24
V002911,150,electric_bicycle,available,6,2025-01-05
V002912,150,scooter,degraded,10,2025-01-28
V002913,150,scooter,available,10,2025-03-08
V002914,151,electric_bicycle,available,7,2025-01-02
V002915,151,scooter,available,3,2025-02-23
V002916,151,scooter,available,4,2025-01-21
V002917,151,electric_bicycle,available,1,2025-01-26
V002918,151,bicycle,available,1,2025-03-21
V002919,151,scooter,available,3,2025-02-01
V002920,151,bicycle,available,5,2025-01-11
V002921,151,scooter,available,4,2025-03-17
V002922,151,bicycle,available,2,2025-02-09
V002923,151,bicycle,available,5,2025-01-17
V002924,151,electric_bicycle,available,4,2025-03-31
V002925,151,electric_bicycle,available,9,2025-01-30
V002926,151,bicycle,degraded,7,2025-03-06
V002927,151,electric_bicycle,available,9,2025-02-06
V002928,151,electric_bicycle,available,9,2025-02-11
V002929,151,electric_bicycle,available,1,2025-01-25
V002930,151,bicycle,degraded,7,2025-01-17
V002931,151,scooter,available,1,2025-01-26
V002932,151,electric_bicycle,available,6,2025-01-10
V002933,151,bicycle,available,3,2025-03-05
V002934,152,bicycle,degraded,9,2025-02-13
V002935,152,electric_bicycle,available,7,2025-02-01
V002936,152,scooter,available,6,2025-01-29
V002937,152,scooter,available,1,2025-01-01
V002938,152,scooter,degraded,9,2025-02-17
V002939,152,bicycle,available,5,2025-01-22
V002940,152,bicycle,degraded,8,2025-03-29
V002941,152,electric_bicycle,available,4,2025-02-12
V002942,152,scooter,available,5,2025-01-30
V002943,152,bicycle,available,2,2025-03-12
V002944,152,scooter,available,0,2025-02-07
V002945,152,bicycle,available,4,2025-02-23
V002946,152,scooter,available,3,2025-03-06
V002947,152,scooter,available,2,2025-01-16
V002948,152,electric_bicycle,available,6,2025-02-10
V002949,152,electric_bicycle,available,3,2025-02-12
V002950,152,scooter,available,9,2025-02-12
V002951,152,electric_bicycle,available,3,2025-03-06
V002952,152,electric_bicycle,available,4,2025-02-14
V002953,152,bicycle,available,6,2025-02-12
V002954,152,electric_bicycle,available,7,2025-02-21
V002955,152,scooter,available,5,2025-02-14
V002956,152,bicycle,degraded,8,2025-01-22
V002957,152,bicycle,degraded,10,2025-03-29
V002958,152,electric_bicycle,available,1,2025-02-07
V002959,152,bicycle,available,6,2025-02-11
V002960,152,scooter,degraded,9,2025-02-19
V002961,152,bicycle,degraded,7,2025-01-28
V002962,152,scooter,available,0,2025-03-02
V002963,152,bicycle,available,0,2025-02-16
V002964,152,electric_bicycle,available,6,2025-02-20
V002965,152,scooter,available,0,2025-03-02
V002966,153,electric_bicycle,available,6,2025-03-01
V002967,153,electric_bicycle,available,5,2025-02-10
V002968,153,bicycle,degraded,7,2025-04-01
V002969,153,bicycle,available,1,2025-01-20
V002970,153,electric_bicycle,available,4,2025-01-11
V002971,153,electric_bicycle,available,9,2025-03-23
V002972,153,bicycle,degraded,9,2025-01-01
V002973,153,scooter,available,3,2025-03-08
V002974,154,scooter,available,10,2025-03-31
V002975,154,scooter,available,8,2025-03-17
V002976,154,electric_bicycle,available,4,2025-02-27
V002977,154,scooter,available,8,2025-01-20
V002978,154,scooter,available,1,2025-02-01
V002979,155,scooter,available,6,2025-01-25
V002980,155,electric_bicycle,available,8,2025-02-27
V002981,155,electric_bicycle,available,7,2025-02-10
V002982,155,bicycle,degraded,7,2025-01-30
V002983,155,electric_bicycle,available,4,2025-01-17
V002984,155,electric_bicycle,available,7,2025-02-15
V002985,155,electric_bicycle,available,1,2025-03-01
V002986,155,scooter,available,4,2025-01-14
V002987,155,scooter,degraded,10,2025-03-10
V002988,155,bicycle,degraded,1,2025-01-05
V002989,155,scooter,available,5,2025-01-20
V002990,155,scooter,available,5,2025-03-09
V002991,156,scooter,available,0,2025-03-23
V002992,156,bicycle,degraded,10,2025-01-18
V002993,156,electric_bicycle,available,2,2025-02-19
V002994,156,bicycle,available,9,2025-02-11
V002995,156,bicycle,degraded,7,2025-01-09
V002996,156,electric_bicycle,available,10,2025-02-12
V002997,156,electric_bicycle,degraded,9,2025-03-05
V002998,156,electric_bicycle,available,3,2025-02-15
V002999,156,bicycle,available,10,2025-01-21
V003000,156,bicycle,degraded,10,2025-01-06
V003001,156,bicycle,available,4,2025-03-09
V003002,156,scooter,available,3,2025-03-24
V003003,157,scooter,available,10,2025-02-16
V003004,157,scooter,available,9,2025-02-14
V003005,157,bicycle,available,8,2025-02-26
V003006,157,electric_bicycle,available,5,2025-01-07
V003007,157,bicycle,available,6,2025-01-29
V003008,158,bicycle,available,1,2025-02-22
V003009,158,electric_bicycle,available,7,2025-01-22
V003010,158,electric_bicycle,available,4,2025-01-24
V003011,158,electric_bicycle,available,10,2025-03-31
V003012,158,scooter,available,0,2025-04-01
V003013,158,scooter,available,4,2025-01-01
V003014,158,electric_bicycle,available,7,2025-02-06
V003015,158,scooter,degraded,7,2025-02-09
V003016,158,scooter,degraded,10,2025-02-05
V003017,158,bicycle,degraded,9,2025-01-29
V003018,158,scooter,available,7,2025-01-01
V003019,158,electric_bicycle,available,9,2025-02-11
V003020,158,bicycle,available,1,2025-02-02
V003021,158,scooter,available,3,2025-02-26
V003022,158,bicycle,available,3,2025-03-14
V003023,158,electric_bicycle,available,7,2025-02-11
V003024,158,electric_bicycle,degraded,10,2025-03-31
V003025,158,electric_bicycle,degraded,9,2025-01-08
V003026,158,bicycle,available,0,2025-01-28
V003027,158,electric_bicycle,available,9,2025-02-04
V003028,158,bicycle,available,1,2025-02-23
V003029,158,bicycle,available,8,2025-01-11
V003030,158,bicycle,available,3,2025-02-12
V003031,158,electric_bicycle,available,3,2025-02-03
V003032,158,scooter,available,0,2025-03-02
V003033,158,scooter,available,7,2025-03-21
V003034,158,scooter,degraded,1,2025-03-10
V003035,158,electric_bicycle,available,8,2025-03-18
V003036,158,bicycle,available,3,2025-01-12
V003037,159,electric_bicycle,available,9,2025-02-17
V003038,159,bicycle,available,1,2025-01-21
V003039,159,bicycle,available,2,2025-02-07
V003040,159,electric_bicycle,available,2,2025-01-18
V003041,159,bicycle,available,10,2025-01-26
V003042,159,electric_bicycle,available,9,2025-03-05
V003043,159,bicycle,degraded,7,2025-03-25
V003044,159,scooter,available,3,2025-02-14
V003045,159,scooter,available,5,2025-01-10
V003046,159,bicycle,degraded,7,2025-02-03
V003047,159,scooter,available,2,2025-03-23
V003048,159,electric_bicycle,available,10,2025-02-06
V003049,159,scooter,available,7,2025-02-01
V003050,159,bicycle,degraded,5,2025-03-29
V003051,159,electric_bicycle,available,7,2025-01-29
V003052,159,electric_bicycle,available,3,2025-03-29
V003053,159,bicycle,available,3,2025-02-14
V003054,159,bicycle,available,8,2025-01-12
V003055,159,bicycle,available,5,2025-02-22
V003056,159,bicycle,available,5,2025-03-18
V003057,159,bicycle,degraded,7,2025-01-05
V003058,159,scooter,available,1,2025-03-23
V003059,159,scooter,available,0,2025-02-01
V003060,160,scooter,available,5,2025-02-15
V003061,160,electric_bicycle,available,9,2025-04-01
V003062,160,electric_bicycle,available,8,2025-01-24
V003063,160,electric_bicycle,degraded,8,2025-02-28
V003064,160,bicycle,degraded,7,2025-03-19
V003065,160,scooter,available,7,2025-01-27
V003066,160,bicycle,available,10,2025-02-18
V003067,160,scooter,available,10,2025-03-30
V003068,160,scooter,degraded,9,2025-01-05
V003069,160,electric_bicycle,available,10,2025-03-14
V003070,160,electric_bicycle,available,2,2025-03-23
V003071,160,scooter,available,3,2025-03-16
V003072,160,scooter,available,5,2025-03-31
V003073,160,electric_bicycle,available,1,2025-03-21
V003074,160,electric_bicycle,available,4,2025-01-11
V003075,161,bicycle,available,2,2025-02-06
V003076,161,scooter,degraded,9,2025-03-23
V003077,161,scooter,degraded,2,2025-01-19
V003078,161,bicycle,available,4,2025-01-06
V003079,161,scooter,available,3,2025-02-03
V003080,161,electric_bicycle,available,8,2025-03-03
V003081,161,bicycle,available,4,2025-03-23
V003082,161,electric_bicycle,available,2,2025-03-24
V003083,161,electric_bicycle,available,6,2025-01-14
V003084,161,scooter,available,5,2025-03-19
V003085,161,bicycle,available,7,2025-02-07
V003086,161,electric_bicycle,available,4,2025-03-22
V003087,161,scooter,available,3,2025-01-01
V003088,161,electric_bicycle,available,7,2025-02-07
V003089,161,electric_bicycle,available,4,2025-01-19
V003090,161,scooter,available,3,2025-01-27
V003091,161,bicycle,available,3,2025-02-01
V003092,161,bicycle,available,3,2025-03-29
V003093,161,electric_bicycle,available,0,2025-02-02
V003094,161,electric_bicycle,degraded,0,2025-03-01
V003095,161,bicycle,available,2,2025-03-02
V003096,161,bicycle,available,8,2025-03-25
V003097,161,scooter,available,0,2025-02-23
V003098,161,bicycle,available,9,2025-01-07
V003099,161,electric_bicycle,available,9,2025-03-11
V003100,161,scooter,available,0,2025-01-22
V003101,162,scooter,available,4,2025-03-26
V003102,162,bicycle,available,2,2025-03-11
V003103,162,electric_bicycle,available,3,2025-03-20
V003104,162,bicycle,available,3,2025-02-25
V003105,162,scooter,available,4,2025-02-18
V003106,162,scooter,available,2,2025-02-13
V003107,162,bicycle,available,6,2025-01-29
V003108,162,scooter,available,2,2025-03-11
V003109,162,bicycle,available,4,2025-01-19
V003110,162,scooter,available,1,2025-01-26
V003111,162,bicycle,available,9,2025-01-25
V003112,162,scooter,available,6,2025-01-06
V003113,162,electric_bicycle,available,8,2025-03-10
V003114,162,bicycle,available,6,2025-02-03
V003115,162,bicycle,degraded,10,2025-03-23
V003116,162,bicycle,available,0,2025-02-11
V003117,162,bicycle,available,5,2025-03-05
V003118,162,bicycle,degraded,10,2025-01-27
V003119,162,bicycle,available,10,2025-03-10
V003120,162,electric_bicycle,available,3,2025-02-20
V003121,162,scooter,available,5,2025-03-10
V003122,162,bicycle,available,4,2025-03-03
V003123,162,bicycle,available,6,2025-01-04
V003124,162,bicycle,available,9,2025-02-13
V003125,162,scooter,available,2,2025-03-30
V003126,162,bicycle,available,1,2025-03-19
V003127,163,scooter,available,0,2025-03-13
V003128,163,electric_bicycle,degraded,7,2025-01-04
V003129,163,bicycle,available,4,2025-03-20
V003130,163,bicycle,available,5,2025-01-10
V003131,163,scooter,available,0,2025-03-19
V003132,163,electric_bicycle,available,9,2025-03-28
V003133,163,scooter,available,0,2025-01-01
V003134,163,electric_bicycle,available,0,2025-01-12
V003135,163,bicycle,available,0,2025-03-16
V003136,163,scooter,available,10,2025-02-01
V003137,163,bicycle,available,3,2025-02-25
V003138,163,scooter,available,10,2025-02-05
V003139,163,bicycle,available,9,2025-01-28
V003140,163,bicycle,degraded,8,2025-03-28
V003141,163,scooter,available,3,2025-03-29
V003142,163,bicycle,degraded,9,2025-02-21
V003143,163,bicycle,available,8,2025-03-08
V003144,163,scooter,available,2,2025-01-01
V003145,163,bicycle,available,4,2025-02-14
V003146,163,scooter,available,3,2025-01-13
V003147,163,bicycle,available,3,2025-02-01
V003148,163,scooter,available,5,2025-02-20
V003149,163,electric_bicycle,degraded,10,2025-02-02
V003150,163,scooter,available,6,2025-03-13
V003151,163,scooter,available,3,2025-03-08
V003152,163,scooter,available,3,2025-02-20
V003153,163,electric_bicycle,available,1,2025-01-12
V003154,163,scooter,available,10,2025-01-08
V003155,163,scooter,degraded,8,2025-03-09
V003156,163,bicycle,available,7,2025-03-04
V003157,163,electric_bicycle,degraded,8,2025-03-11
V003158,163,electric_bicycle,available,0,2025-03-27
V003159,163,bicycle,available,3,2025-02-19
V003160,163,scooter,available,6,2025-01-06
V003161,164,scooter,available,7,2025-01-12
V003162,164,electric_bicycle,available,10,2025-01-15
V003163,164,bicycle,available,1,2025-02-23
V003164,164,scooter,available,5,2025-02-07
V003165,164,bicycle,available,10,2025-03-14
V003166,164,electric_bicycle,available,9,2025-03-28
V003167,164,scooter,degraded,8,2025-03-16
V003168,164,electric_bicycle,available,9,2025-01-03
V003169,164,electric_bicycle,available,1,2025-03-30
V003170,164,scooter,available,1,2025-02-22
V003171,164,scooter,available,2,2025-03-25
V003172,164,scooter,available,2,2025-01-21
V003173,164,scooter,available,0,2025-02-02
V003174,164,bicycle,available,9,2025-02-20
V003175,164,scooter,available,3,2025-03-19
V003176,164,bicycle,available,3,2025-01-22
V003177,164,bicycle,available,4,2025-03-14
V003178,164,electric_bicycle,available,4,2025-02-03
V003179,164,electric_bicycle,available,3,2025-03-01
V003180,164,bicycle,available,2,2025-02-05
V003181,164,electric_bicycle,available,2,2025-01-22
V003182,164,bicycle,degraded,8,2025-03-19
V003183,164,bicycle,available,2,2025-02-20
V003184,164,electric_bicycle,available,6,2025-03-15
V003185,164,scooter,degraded,10,2025-02-03
V003186,164,electric_bicycle,degraded,9,2025-03-05
V003187,165,bicycle,available,10,2025-02-19
V003188,165,electric_bicycle,degraded,7,2025-02-27
V003189,165,electric_bicycle,available,2,2025-01-14
V003190,165,bicycle,degraded,7,2025-01-31
V003191,165,electric_bicycle,available,5,2025-01-30
V003192,165,scooter,available,9,2025-03-10
V003193,165,scooter,degraded,10,2025-01-28
V003194,165,scooter,available,2,2025-03-11
V003195,165,scooter,available,10,2025-03-03
V003196,165,electric_bicycle,available,8,2025-01-29
V003197,165,electric_bicycle,degraded,9,2025-02-13
V003198,165,bicycle,available,6,2025-03-24
V003199,165,bicycle,available,6,2025-02-19
V003200,165,electric_bicycle,available,7,2025-01-17
V003201,165,bicycle,available,6,2025-02-22
V003202,165,scooter,degraded,7,2025-02-08
V003203,165,electric_bicycle,available,3,2025-03-07
V003204,165,scooter,available,3,2025-01-25
V003205,166,electric_bicycle,available,0,2025-01-29
V003206,166,electric_bicycle,available,0,2025-04-01
V003207,166,electric_bicycle,available,3,2025-02-05
V003208,166,electric_bicycle,available,3,2025-01-20
V003209,166,bicycle,available,4,2025-02-04
V003210,166,electric_bicycle,available,4,2025-03-25
V003211,166,scooter,available,10,2025-01-03
V003212,166,electric_bicycle,available,7,2025-02-11
V003213,166,electric_bicycle,available,3,2025-02-18
V003214,166,scooter,available,9,2025-02-16
V003215,166,bicycle,available,9,2025-03-12
V003216,166,scooter,degraded,5,2025-01-14
V003217,166,scooter,degraded,9,2025-02-01
V003218,166,electric_bicycle,available,7,2025-03-12
V003219,166,bicycle,available,6,2025-03-20
V003220,166,bicycle,available,3,2025-01-24
V003221,166,electric_bicycle,available,3,2025-01-04
V003222,166,scooter,available,0,2025-03-29
V003223,166,bicycle,available,3,2025-03-25
V003224,166,bicycle,available,6,2025-01-02
V003225,166,bicycle,available,7,2025-02-25
V003226,166,scooter,available,6,2025-03-09
V003227,166,scooter,available,3,2025-02-08
V003228,167,electric_bicycle,available,9,2025-03-26
V003229,167,electric_bicycle,available,2,2025-03-20
V003230,167,scooter,available,9,2025-01-05
V003231,167,scooter,available,2,2025-03-06
V003232,167,bicycle,available,5,2025-02-04
V003233,167,electric_bicycle,available,3,2025-02-14
V003234,167,bicycle,available,5,2025-04-01
V003235,167,bicycle,available,5,2025-02-01
V003236,167,bicycle,available,9,2025-03-28
V003237,167,electric_bicycle,available,2,2025-03-11
V003238,167,scooter,degraded,8,2025-02-27
V003239,168,electric_bicycle,degraded,7,2025-01-07
V003240,168,scooter,degraded,7,2025-01-24
V003241,168,electric_bicycle,available,9,2025-01-05
V003242,168,electric_bicycle,available,3,2025-01-27
V003243,168,bicycle,degraded,5,2025-01-05
V003244,168,scooter,available,2,2025-02-06
V003245,168,scooter,available,5,2025-01-25
V003246,168,bicycle,available,7,2025-01-15
V003247,168,scooter,available,3,2025-01-21
V003248,168,scooter,degraded,9,2025-01-28
V003249,168,electric_bicycle,available,6,2025-01-25
V003250,168,electric_bicycle,available,6,2025-02-13
V003251,168,scooter,available,0,2025-03-02
V003252,169,bicycle,available,2,2025-01-14
V003253,169,scooter,degraded,8,2025-03-15
V003254,169,electric_bicycle,available,1,2025-03-05
V003255,169,bicycle,available,6,2025-03-19
V003256,169,electric_bicycle,available,10,2025-01-16
V003257,169,electric_bicycle,available,2,2025-01-20
V003258,169,electric_bicycle,available,0,2025-02-22
V003259,169,electric_bicycle,degraded,3,2025-02-21
V003260,169,bicycle,available,10,2025-02-02
V003261,170,electric_bicycle,available,0,2025-01-24
V003262,170,bicycle,degraded,8,2025-04-01
V003263,170,scooter,available,2,2025-03-11
V003264,170,scooter,available,6,2025-03-02
V003265,170,electric_bicycle,available,10,2025-01-21
V003266,170,electric_bicycle,available,2,2025-01-08
V003267,170,bicycle,available,8,2025-01-20
V003268,170,bicycle,degraded,9,2025-01-03
V003269,170,scooter,available,8,2025-02-05
V003270,170,bicycle,degraded,8,2025-03-31
V003271,170,bicycle,available,5,2025-01-27
V003272,170,bicycle,available,6,2025-02-02
V003273,170,electric_bicycle,degraded,1,2025-02-09
V003274,170,electric_bicycle,degraded,9,2025-01-22
V003275,170,scooter,degraded,9,2025-03-08
V003276,170,electric_bicycle,available,1,2025-03-17
V003277,170,electric_bicycle,available,4,2025-03-20
V003278,170,electric_bicycle,available,4,2025-02-02
V003279,170,scooter,degraded,10,2025-03-12
V003280,170,scooter,available,3,2025-01-25
V003281,170,scooter,available,6,2025-03-01
V003282,170,bicycle,available,0,2025-04-01
V003283,170,electric_bicycle,available,9,2025-02-09
V003284,170,scooter,available,10,2025-03-16
V003285,170,electric_bicycle,available,3,2025-02-15
V003286,170,electric_bicycle,available,5,2025-01-29
V003287,170,scooter,degraded,10,2025-01-02
V003288,171,scooter,available,7,2025-03-23
V003289,171,scooter,degraded,8,2025-01-26
V003290,171,bicycle,available,3,2025-02-16
V003291,171,scooter,available,6,2025-01-26
V003292,171,bicycle,available,3,2025-01-08
V003293,171,bicycle,available,9,2025-01-23
V003294,171,scooter,available,0,2025-01-19
V003295,171,scooter,available,4,2025-01-08
V003296,171,bicycle,available,3,2025-02-19
V003297,171,scooter,available,3,2025-02-06
V003298,171,scooter,degraded,9,2025-01-26
V003299,171,bicycle,degraded,10,2025-02-09
V003300,171,scooter,available,5,2025-01-23
V003301,171,bicycle,available,4,2025-02-08
V003302,171,scooter,available,10,2025-03-07
V003303,171,bicycle,available,2,2025-01-22
V003304,171,electric_bicycle,available,0,2025-03-15
V003305,171,bicycle,available,9,2025-02-16
V003306,172,electric_bicycle,available,2,2025-02-04
V003307,172,bicycle,available,4,2025-02-11
V003308,172,scooter,available,3,2025-02-19
V003309,172,electric_bicycle,available,0,2025-01-13
V003310,172,electric_bicycle,available,2,2025-02-08
V003311,172,scooter,degraded,10,2025-02-06
V003312,172,scooter,available,10,2025-03-24
V003313,172,bicycle,degraded,10,2025-03-18
V003314,172,bicycle,available,4,2025-03-13
V003315,172,electric_bicycle,available,9,2025-01-28
V003316,172,bicycle,available,6,2025-03-10
V003317,172,bicycle,available,4,2025-03-20
V003318,172,scooter,degraded,6,2025-01-15
V003319,172,electric_bicycle,available,9,2025-03-03
V003320,172,bicycle,available,3,2025-02-07
V003321,172,scooter,available,8,2025-03-17
V003322,173,electric_bicycle,available,0,2025-02-01
V003323,173,bicycle,available,4,2025-02-20
V003324,173,electric_bicycle,available,8,2025-01-11
V003325,173,electric_bicycle,available,1,2025-02-25
V003326,173,scooter,available,0,2025-01-25
V003327,173,electric_bicycle,available,5,2025-04-01
V003328,173,electric_bicycle,available,1,2025-02-12
V003329,173,bicycle,available,1,2025-02-17
V003330,173,electric_bicycle,available,7,2025-02-12
V003331,173,electric_bicycle,available,5,2025-02-13
V003332,173,bicycle,available,4,2025-03-22
V003333,173,bicycle,available,10,2025-02-08
V003334,173,scooter,degraded,10,2025-01-22
V003335,173,scooter,available,6,2025-01-04
V003336,173,bicycle,degraded,7,2025-02-25
V003337,173,scooter,available,4,2025-01-20
V003338,173,bicycle,available,0,2025-01-08
V003339,174,bicycle,available,5,2025-01-11
V003340,174,bicycle,available,10,2025-02-05
V003341,174,electric_bicycle,available,4,2025-01-16
V003342,174,scooter,available,6,2025-03-22
V003343,174,bicycle,available,1,2025-01-24
V003344,174,electric_bicycle,available,5,2025-01-30
V003345,174,bicycle,available,8,2025-01-17
V003346,174,electric_bicycle,available,4,2025-03-31
V003347,174,electric_bicycle,available,10,2025-01-26
V003348,174,bicycle,available,0,2025-01-21
V003349,174,scooter,degraded,2,2025-01-24
V003350,174,electric_bicycle,available,0,2025-01-26
V003351,174,electric_bicycle,degraded,10,2025-01-07
V003352,174,electric_bicycle,available,0,2025-02-12
V003353,174,scooter,available,2,2025-02-20
V003354,174,electric_bicycle,available,2,2025-01-27
V003355,174,bicycle,available,1,2025-01-11
V003356,174,electric_bicycle,available,4,2025-02-24
V003357,174,bicycle,degraded,5,2025-03-18
V003358,175,bicycle,available,2,2025-02-24
V003359,175,bicycle,available,9,2025-01-26
V003360,175,scooter,available,2,2025-02-04
V003361,175,electric_bicycle,available,0,2025-01-27
V003362,175,electric_bicycle,available,0,2025-03-15
V003363,175,bicycle,available,3,2025-02-26
V003364,175,electric_bicycle,degraded,9,2025-02-17
V003365,175,scooter,available,8,2025-02-06
V003366,175,bicycle,available,0,2025-03-06
V003367,175,bicycle,available,3,2025-01-30
V003368,175,scooter,available,0,2025-03-04
V003369,175,bicycle,available,3,2025-01-27
V003370,175,bicycle,available,10,2025-03-31
V003371,175,electric_bicycle,available,0,2025-03-21
V003372,175,scooter,available,4,2025-03-10
V003373,175,electric_bicycle,available,10,2025-03-16
V003374,175,bicycle,available,7,2025-02-21
V003375,175,electric_bicycle,available,4,2025-03-27
V003376,175,electric_bicycle,degraded,9,2025-01-07
V003377,175,electric_bicycle,available,5,2025-02-19
V003378,176,electric_bicycle,available,1,2025-02-03
V003379,176,bicycle,available,5,2025-02-11
V003380,176,scooter,degraded,2,2025-01-09
V003381,176,bicycle,available,0,2025-01-17
V003382,176,electric_bicycle,available,8,2025-03-06
V003383,176,electric_bicycle,available,3,2025-01-22
V003384,176,electric_bicycle,available,10,2025-02-20
V003385,176,electric_bicycle,available,4,2025-01-15
V003386,176,bicycle,available,2,2025-02-19
V003387,176,bicycle,available,2,2025-03-19
V003388,176,scooter,available,7,2025-02-23
V003389,176,bicycle,degraded,4,2025-03-27
V003390,176,electric_bicycle,available,9,2025-01-20
V003391,176,scooter,available,3,2025-03-24
V003392,176,electric_bicycle,available,5,2025-02-04
V003393,177,bicycle,available,2,2025-03-13
V003394,177,electric_bicycle,available,3,2025-01-12
V003395,177,bicycle,available,4,2025-03-17
V003396,177,scooter,available,0,2025-02-25
V003397,177,scooter,available,6,2025-03-21
V003398,177,scooter,available,8,2025-03-20
V003399,177,bicycle,available,1,2025-01-20
V003400,177,electric_bicycle,available,5,2025-01-15
V003401,177,scooter,available,2,2025-03-03
V003402,177,bicycle,available,9,2025-01-11
V003403,177,bicycle,degraded,10,2025-03-11
V003404,177,bicycle,available,2,2025-02-18
V003405,177,bicycle,available,5,2025-01-12
V003406,177,electric_bicycle,degraded,10,2025-02-18
V003407,177,bicycle,available,5,2025-02-11
V003408,177,scooter,available,6,2025-02-13
V003409,177,bicycle,available,6,2025-03-13
V003410,177,scooter,available,2,2025-02-07
V003411,178,electric_bicycle,degraded,8,2025-01-11
V003412,178,electric_bicycle,available,10,2025-02-06
V003413,178,scooter,degraded,4,2025-03-11
V003414,178,bicycle,degraded,6,2025-01-31
V003415,178,scooter,available,0,2025-03-30
V003416,178,scooter,available,7,2025-01-20
V003417,178,scooter,available,5,2025-02-11
V003418,178,bicycle,available,9,2025-03-31
V003419,178,electric_bicycle,available,3,2025-01-21
V003420,178,scooter,available,3,2025-03-21
V003421,178,scooter,available,0,2025-01-15
V003422,178,scooter,available,2,2025-01-23
V003423,178,electric_bicycle,available,0,2025-04-01
V003424,178,bicycle,available,1,2025-01-18
V003425,178,bicycle,available,4,2025-02-03
V003426,178,bicycle,degraded,10,2025-01-20
V003427,178,scooter,available,4,2025-01-16
V003428,178,scooter,available,2,2025-03-05
V003429,178,electric_bicycle,available,9,2025-01-28
V003430,178,scooter,available,5,2025-02-01
V003431,178,bicycle,degraded,9,2025-02-02
V003432,178,electric_bicycle,available,0,2025-02-04
V003433,178,bicycle,available,0,2025-02-23
V003434,179,electric_bicycle,available,7,2025-01-19
V003435,179,scooter,available,0,2025-02-16
V003436,179,bicycle,degraded,9,2025-03-15
V003437,179,electric_bicycle,available,1,2025-02-26
V003438,179,electric_bicycle,available,6,2025-02-23
V003439,179,bicycle,available,6,2025-03-21
V003440,179,bicycle,available,3,2025-01-26
V003441,179,scooter,available,8,2025-03-12
V003442,179,bicycle,available,9,2025-01-24
V003443,179,scooter,available,2,2025-02-21
V003444,179,electric_bicycle,available,4,2025-03-13
V003445,179,bicycle,available,6,2025-02-12
V003446,179,bicycle,available,5,2025-01-09
V003447,179,electric_bicycle,available,5,2025-03-04
V003448,179,electric_bicycle,available,2,2025-02-28
V003449,179,electric_bicycle,available,4,2025-01-14
V003450,179,scooter,degraded,10,2025-01-31
V003451,179,electric_bicycle,available,2,2025-02-19
V003452,179,scooter,available,4,2025-03-17
V003453,179,electric_bicycle,available,2,2025-01-09
V003454,179,bicycle,available,8,2025-02-24
V003455,179,scooter,degraded,10,2025-01-25
V003456,179,scooter,degraded,10,2025-01-04
V003457,179,electric_bicycle,available,1,2025-03-11
V003458,180,bicycle,degraded,3,2025-01-21
V003459,180,scooter,available,4,2025-02-07
V003460,180,scooter,degraded,9,2025-01-28
V003461,180,bicycle,available,8,2025-01-03
V003462,180,bicycle,available,4,2025-01-18
V003463,180,bicycle,available,9,2025-03-30
V003464,180,scooter,available,9,2025-02-28
V003465,180,scooter,available,10,2025-01-11
V003466,180,electric_bicycle,available,10,2025-03-02
V003467,180,electric_bicycle,available,7,2025-03-12
V003468,180,bicycle,degraded,8,2025-01-13
V003469,180,scooter,available,0,2025-01-14
V003470,180,electric_bicycle,available,3,2025-01-25
V003471,180,scooter,available,6,2025-01-27
V003472,180,bicycle,available,9,2025-02-05
V003473,180,bicycle,degraded,7,2025-02-02
V003474,180,bicycle,available,6,2025-02-13
V003475,180,electric_bicycle,available,5,2025-02-09
V003476,180,scooter,available,4,2025-02-13
V003477,180,scooter,available,10,2025-02-02
V003478,180,scooter,available,10,2025-02-06
V003479,180,scooter,degraded,10,2025-02-10
V003480,180,scooter,degraded,3,2025-02-17
V003481,180,bicycle,available,6,2025-01-08
V003482,180,scooter,available,8,2025-03-27
V003483,180,bicycle,available,6,2025-03-23
V003484,180,electric_bicycle,available,1,2025-02-13
V003485,180,bicycle,available,5,2025-03-08
V003486,180,scooter,available,5,2025-03-12
V003487,180,bicycle,available,5,2025-02-12
V003488,181,bicycle,degraded,8,2025-03-10
V003489,181,bicycle,available,7,2025-02-15
V003490,181,electric_bicycle,available,1,2025-01-25
V003491,181,bicycle,degraded,7,2025-02-24
V003492,181,scooter,degraded,10,2025-02-27
V003493,181,bicycle,available,8,2025-02-09
V003494,181,electric_bicycle,degraded,8,2025-02-09
V003495,181,electric_bicycle,available,8,2025-01-19
V003496,181,bicycle,available,4,2025-03-23
V003497,181,bicycle,available,6,2025-02-21
V003498,182,bicycle,available,5,2025-03-27
V003499,182,electric_bicycle,available,6,2025-02-02
V003500,182,bicycle,available,6,2025-03-10
V003501,182,bicycle,available,6,2025-03-20
